count-ll	count-ll-pred-err	p2p-ll	total-ll	link-lambda-avg	link-lambda-stddev	link-lambda-min	link-lambda-max	plan-lambda-avg	plan-lambda-stddev	plan-lambda-min	plan-lambda-max	replan-count
-468063.53900965257	185093.6701413412	--	-468063.53900965257	-0.00851976662861543	0.12722503503438085	-8.511979826762795	6.230081509438706	-3.1921952273216947	4.238844583532671	-15.0	14.54181890218476	66971
-511766.2141578774	211287.85465521706	--	-511766.2141578774	-0.008482941203246544	0.12803280475832837	-8.522437047259737	6.190207394059035	-3.103512890624539	4.238159505858529	-15.0	14.537799204247863	66887
-499790.8374668943	197945.42386623617	--	-499790.8374668943	-0.008231685544448862	0.12401436843256414	-8.57166617202703	6.164360172042202	-3.202186507223121	4.229152401588028	-15.0	14.657211523173181	66737
-552683.3581478541	232946.7458340584	--	-552683.3581478541	-0.008322268433764145	0.12725302354220863	-8.569050634525244	5.97589966661833	-3.1554886418745816	4.276508569936555	-15.0	14.476277657588312	66695
-539221.261650641	236830.57787383077	--	-539221.261650641	-0.008513113435046904	0.1321900488577712	-8.614495573873487	6.389582470709745	-3.1305234560352253	4.367140723936566	-15.0	14.446439235167283	67007
-477707.71231498884	197843.43523661623	--	-477707.71231498884	-0.008547206934889213	0.12743110547154443	-8.370823520934042	5.109763984860024	-3.2255023430845253	4.297574968562977	-15.0	9.525566613299725	67041
-446135.45884216	180854.6965878991	--	-446135.45884216	-0.00840766194546067	0.12604702961516331	-8.297990842106387	5.59216563445089	-3.177009294247451	4.267567311906809	-15.0	13.609803866788248	66704
-491686.6273454681	210949.4814843234	--	-491686.6273454681	-0.008505331862246793	0.1259780621997634	-8.262107756724832	5.2768992369443035	-3.1134782926518514	4.218609628256693	-15.0	8.878352139243733	66917
-498031.91381464596	215830.7154025539	--	-498031.91381464596	-0.008418596265392153	0.12724871383991732	-8.136990129380699	4.965095468921881	-3.1703819985014183	4.247864098086637	-15.0	14.301510802093432	66811
-456791.25992589316	190796.89754354354	--	-456791.25992589316	-0.00841886219908813	0.12627409226951206	-7.947142487053812	5.2823127797993115	-3.0814115403513043	4.209809422828462	-15.0	14.210072804792633	66777
